ShowDate	Venue	City	State	Set1	Set2	Set3	Comment	LastUpdate	UpdateID
10/16/87	Lunt-Fontanne Theatre	NYC	NY	Acoustic:, I'm Troubled, Ballad Of Casey Jones, I've Been All Around This World, Deep Elem Blues, Gone Home, Short Life Of Trouble, Blue Yodel No. 9 (Standing On The Corner), Diamond Joe, Long Long Way, Goodnight Irene, Drifting Too Far, Ragged But Right	Electric:, Cats Under The Stars, I Shall Be Released, Run For The Roses, Like A Road, Get Out Of My Life, The Harder They Come, Gomorrah, Tangled Up In Blue, E: My Sisters And Brothers		Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/4/96 0:00:00	70
10/17/87	Lunt-Fontanne Theatre	NYC	NY	Acoustic:, Deep Elem Blues, I've Been All Around This World, Spike Driver Blues, Blue Yodel No. 9 (Standing On The Corner), I'm Troubled, Rosalie McFall, Drifting With The Tide, I Ain't Never Seen Nobody Like You, Long Long Way, Ripple	Electric:, How Sweet It Is To Be Loved By You, Knockin' On Heaven's Door, And It Stoned Me, Dear Prudence, Masterpiece, Evangeline, That Lucky Old Sun, Midnight Moonlight, E: My Sisters And Brothers		Early show. Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/4/96 0:00:00	71
10/17/87	Lunt-Fontanne Theatre	NYC	NY	Acoustic:, Bright Morning Stars, Blue Yodel No. 9 (Standing On The Corner), Ballad Of Casey Jones, Short Life Of Trouble, Two Soldiers, I'm Troubled, Oh Babe It Ain't No Lie, Rosalie McFall, Drifting Too Far, Goodnight Irene, Ragged But Right	Electric:, How Sweet It Is To Be Loved By You, Forever Young, Stop That Train, Think, Mission In The Rain, And It Stoned Me, My Sisters And Brothers, That Lucky Old Sun, Deal, E: Run For The Roses		Late show. Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/4/96 0:00:00	72
10/19/87	Lunt-Fontanne Theatre	NYC	NY	Acoustic:, Deep Elem Blues, I'm Troubled, Spike Driver Blues, Short Life Of Trouble, Two Soldiers, Gone Home, Diamond Joe, I've Been All Around This World, Drifting Too Far, Ripple, Ragged But Right	Electric:, I'll Take A Melody, I Shall Be Released, Run For The Roses, Like A Road, Get Out Of My Life, The Harder They Come, Gomorrah, Knockin' On Heaven's Door, Tangled Up In Blue, E: My Sisters And Brothers		Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	73
10/20/87	Lunt-Fontanne Theatre	NYC	NY	Acoustic:, Bright Morning Stars, Blue Yodel No. 9 (Standing On The Corner), Ballad Of Casey Jones, Short Life Of Trouble, I'm Troubled, I'm Here To Get My Baby Out Of Jail, Oh Babe It Ain't No Lie, I Ain't Never Seen Nobody Like You, Long Long Way, Goodnight Irene	Electric:, Cats Under The Stars, Stop That Train, Forever Young, Think, Simple Twist Of Fate, Mississippi Moon, My Sisters And Brothers, Deal		Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	74
10/21/87	Lunt-Fontanne Theatre	NYC	NY	Acoustic:, Blue Yodel No. 9 (Standing On The Corner), Spike Driver Blues, I've Been All Around This World, I'm Troubled, Drifting Too Far, If I Lose, Troubled In Mind, Going Home, Ragged But Right	Electric:, How Sweet It Is To Be Loved By You, I Shall Be Released, Run For The Roses, Like A Road, Get Out Of My Life, The Harder They Come, Gomorrah, Knockin' On Heaven's Door, Tangled Up In Blue		Early show. Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	75
10/21/87	Lunt-Fontanne Theatre	NYC	NY	Acoustic:, Deep Elem Blues, I'm Troubled, Spike Driver Blues, Short Life Of Trouble, Two Soldiers, Gone Home*, Diamond Joe, I've Been All Around This World, Drifting Too Far, Ripple, Ragged But Right	Electric:, Get Out Of My Life, Knockin' On Heaven's Door, Dear Prudence, Crazy Love, Evangeline, The Night They Drove Old Dixie Down, My Sisters And Brothers, Midnight Moonlight, E: That Lucky Old Sun		*=first time played. Late show. Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	76
10/23/87	Lunt-Fontanne Theatre	NYC	NY	Acoustic:, Deep Elem Blues, I'm Troubled, Ballad Of Casey Jones, Blue Yodel No. 9 (Standing On The Corner), Short Life Of Trouble, If I Lose, I'm Here To Get My Baby Out Of Jail, Oh Babe It Ain't No Lie, Drifting Too Far, Ragged But Right	Electric:, Cats Under The Stars, Forever Young, Mission In The Rain, Mississippi Moon, Run For The Roses, And It Stoned Me, My Sisters And Brothers, That Lucky Old Sun, Tangled Up In Blue*, E: Masterpiece**		*=w/Bob Weir. **=w/Bob Weir on vocals. Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	77
10/24/87	Lunt-Fontanne Theatre	NYC	NY	Acoustic:, Blue Yodel No. 9 (Standing On The Corner), Spike Driver Blues, I Ain't Never Seen Nobody Like You, I'm Troubled, Two Soldiers, Diamond Joe, Rosalie McFall, Drifting With The Tide, Gone Home, Goodnight Irene	Electric:, How Sweet It Is To Be Loved By You, Stop That Train, Simple Twist Of Fate, Think, Like A Road, The Harder They Come, My Sisters And Brothers, That Lucky Old Sun-> Deal, E: And It Stoned Me		Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	78
10/25/87	Lunt-Fontanne Theatre	NYC	NY	Acoustic:, Blue Yodel No. 9 (Standing On The Corner), Ballad Of Casey Jones, I've Been All Around This World, I'm Troubled, Drifting Too Far, If I Lose, Troubled In Mind, Rosalie McFall, Gone Home, Ragged But Right	Electric:, Cats Under The Stars, I Shall Be Released, Dear Prudence, Run For The Roses, Think, Evangeline, And It Stoned Me, Tangled Up In Blue, E: My Sisters And Brothers		Early show. Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	79
10/25/87	Lunt-Fontanne Theatre	NYC	NY	Acoustic:, Deep Elem Blues, I'm Troubled, Spike Driver Blues, Blue Yodel No. 9 (Standing On The Corner), Short Life Of Trouble, If I Lose, I'm Here To Get My Baby Out Of Jail, Oh Babe It Ain't No Lie, Drifting With The Tide, Ragged But Right	Electric:, How Sweet It Is To Be Loved By You, Forever Young, Stop That Train, Think, Mission In The Rain, The Harder They Come*, Masterpiece**-> Deal*, E: All Along The Watchtower**		*=w/Bob Weir. **=w/Bob Weir vocals. "Ain't No Lie" dedicated to Elizabeth Cotton. Late show. Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	80
10/27/87	Lunt-Fontanne Theatre	NYC	NY	Acoustic:, Bright Morning Stars, Blue Yodel No. 9 (Standing On The Corner), Ballad Of Casey Jones, Short Life Of Trouble, The Girl At The Crossroads Bar, If I Lose, Two Soldiers, Deep Elem Blues, Drifting Too Far, Ragged But Right	Electric:, The Harder They Come, Forever Young, Stop That Train, Think, Run For The Roses, My Sisters And Brothers, The Night They Drove Old Dixie Down, Midnight Moonlight, E: And It Stoned Me		Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	81
10/28/87	Lunt-Fontanne Theatre	NYC	NY	Acoustic:, Deep Elem Blues, I'm Troubled, Spike Driver Blues, Blue Yodel No. 9 (Standing On The Corner), Short Life Of Trouble, If I Lose, I'm Here To Get My Baby Out Of Jail, Oh Babe It Ain't No Lie, Drifting Too Far, Ragged But Right	Electric:, Get Out Of My Life, They Love Each Other, Mission In The Rain, Like A Road, Love In The Afternoon, My Sisters And Brothers, That Lucky Old Sun, Deal, E: Crazy Love		Early show. Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	82
10/28/87	Lunt-Fontanne Theatre	NYC	NY	Acoustic:, I've Been All Around This World, Ballad Of Casey Jones, Blue Yodel No. 9 (Standing On The Corner), I'm Troubled, Rosalie McFall, Diamond Joe, I Ain't Never Seen Nobody Like You, Long Long Way, Bright Morning Stars, Ripple	Electric:, How Sweet It Is To Be Loved By You, Forever Young, Stop That Train, Evangeline, Knockin' On Heaven's Door, Gomorrah, Tangled Up In Blue, E: My Sisters And Brothers		Late show. Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	83
10/30/87	Lunt-Fontanne Theatre	NYC	NY	Acoustic:, Deep Elem Blues, I'm Troubled, Ballad Of Casey Jones, I Ain't Never Seen Nobody Like You, Gone Home, Diamond Joe, Long Long Way, If I Lose, Ragged But Right	Electric:, Cats Under The Stars, Forever Young, Stop That Train, Think, Evangeline, The Harder They Come, My Sisters And Brothers, That Lucky Old Sun, Tangled Up In Blue, E: And It Stoned Me		Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	84
10/31/87	Lunt-Fontanne Theatre	NYC	NY	Acoustic:, I've Been All Around This World, I'm Troubled, Short Life Of Trouble, Blue Yodel No. 9 (Standing On The Corner), Spike Driver Blues, Troubled In Mind, The Girl At The Crossroads Bar, Bright Morning Stars, Ripple, Goodnight Irene	Electric:, How Sweet It Is To Be Loved By You, They Love Each Other, Masterpiece, Dear Prudence, Run For The Roses, I Shall Be Released, My Sisters And Brothers, Midnight Moonlight, E: Crazy Love		Early show. Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	85
10/31/87	Lunt-Fontanne Theatre	NYC	NY	Acoustic:, Swing Low Sweet Chariot, Deep Elem Blues, Blue Yodel No. 9 (Standing On The Corner), Ballad Of Casey Jones, Two Soldiers, Diamond Joe, Gone Home, Oh Babe It Ain't No Lie, If I Lose, Ragged But Right	Electric:, Werewolves of London, Cats Under The Stars, Stop That Train, Let It Rock, Gomorrah, The Harder They Come, Knockin' On Heaven's Door, Deal, E: My Sisters And Brothers		Late show. Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	86
11/27/87	Warfield Theater	San Francisco	CA	Acoustic:, Bright Morning Stars, Blue Yodel No. 9 (Standing On The Corner), Ballad Of Casey Jones, I'm Troubled, Two Soldiers, Diamond Joe, Drifting Too Far, I've Been All Around This World, Turtle Dove	Electric:, How Sweet It Is To Be Loved By You, Forever Young, Stop That Train, Think, Run For The Roses, Gomorrah, My Sisters And Brothers, That Lucky Old Sun, Deal, E: And It Stoned Me		Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	87
11/28/87	Warfield Theater	San Francisco	CA	Acoustic:, Swing Low Sweet Chariot, Deep Elem Blues, Oh Babe It Ain't No Lie, I Ain't Never Seen Nobody Like You, Gone Home, Oh The Wind and Rain, I'm Here To Get My Baby Out Of Jail, If I Lose, Turtle Dove	Electric:, Cats Under The Stars, I Shall Be Released, Run For The Roses, Like A Road, The Harder They Come, Mississippi Moon, Evangeline, Tangled Up In Blue, E: My Sisters And Brothers		Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	88
11/29/87	Warfield Theater	San Francisco	CA	Acoustic:, Bright Morning Stars, Blue Yodel No. 9 (Standing On The Corner), Spike Driver Blues, Turtle Dove, Long Long Way, Oh The Wind and Rain, The Girl At The Crossroads Bar, Ripple, Ragged But Right	Electric:, How Sweet It Is To Be Loved By You, And It Stoned Me, Simple Twist Of Fate, Mission In The Rain, Dear Prudence, My Sisters And Brothers, That Lucky Old Sun, Midnight Moonlight, E: Evangeline		Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	89
12/03/87	Wiltern Theater	Los Angeles	CA	Acoustic:, Bright Morning Stars, Blue Yodel No. 9 (Standing On The Corner), Ballad Of Casey Jones, Troubled In Mind, Oh The Wind and Rain, Long Long Way, Diamond Joe, Ripple, Turtle Dove	Electric:, How Sweet It Is To Be Loved By You, Forever Young, Stop That Train, Run For The Roses, Think, My Sisters And Brothers, That Lucky Old Sun, Tangled Up In Blue, E: Evangeline		Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	90
12/04/87	Wiltern Theater	Los Angeles	CA	Acoustic:, Swing Low Sweet Chariot, Deep Elem Blues, Spike Driver Blues, I've Been All Around This World, I'm Here To Get My Baby Out Of Jail, Oh The Wind and Rain, Bright Morning Stars, If I Lose, Ragged But Right	Electric:, Cats Under The Stars, I Shall Be Released, Mission In The Rain, Like A Road, The Harder They Come, And It Stoned Me, My Sisters And Brothers, Deal, E: Evangeline		Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	91
12/05/87	Wiltern Theater	Los Angeles	CA	Acoustic:, Deep Elem Blues, Blue Yodel No. 9 (Standing On The Corner), Ballad Of Casey Jones, Turtle Dove, Oh The Wind and Rain, The Girl At The Crossroads Bar, Drifting Too Far, Rosalie McFall, Goodnight Irene	Electric:, How Sweet It Is To Be Loved By You, I'll Take A Melody, Mississippi Moon, Run For The Roses, Gomorrah, My Sisters And Brothers, Deal, E: And It Stoned Me		Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	92
12/17/87	Warfield Theater	San Francisco	CA	Masterpiece, Deep Elem Blues, Victim Or The Crime*, Bird Song, Dark Hollow*, Turtle Dove, Knockin' On Heaven's Door			*=only time played. Acoustic Garcia, Weir, and Kahn - also played "Lert It Be" - Humanitas International and BGP presents Joan Baez and Friends: A Christmas Concert.	2/12/96 0:00:00	93
01/23/88	Henry J. Kaiser Convention Center	Oakland	CA	What Is Hip**, Soul Fascination**, Jam*, Turn On Your Lovelight**, Goodnight Irene	Jam, Jam, Johnny B. Goode, Shake Rattle And Roll**, Spanish Song**, Funk Song		*=w/Wayne Shorter & Randy Jackson. **=only time played. Set 1: Jerry Garcia, Bob Weir, Carlos Santana, Chester Thompson, Tower Of Power. Set 2: Jerry Garcia, Bob Weir, Carlos Santana, Chester Thompson, Tower Of Power, NRBQ, Bonnie Raitt	2/5/96 0:00:00	94
02/05/88	Veterans Memorial Auditorium	Santa Rosa	CA	How Sweet It Is To Be Loved By You, They Love Each Other, Forever Young, Get Out Of My Life, Like A Road, Evangeline, My Sisters And Brothers, Deal	The Harder They Come, Stop That Train, Don't Let Go, Think, Mississippi Moon, Run For The Roses, That Lucky Old Sun, Tangled Up In Blue		Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	95
02/06/88	Warfield Theater	San Francisco	CA	Cats Under The Stars, I'll Take A Melody, It's No Use, Forever Young, Run For The Roses, Stop That Train, Deal	Evangeline, Simple Twist Of Fate, The Harder They Come, Don't Let Go, Mississippi Moon, My Sisters And Brothers, Tangled Up In Blue		Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	96
03/04/88	Warfield Theater	San Francisco	CA	How Sweet It Is To Be Loved By You, I'll Take A Melody, It's No Use, Forever Young, Run For The Roses, Stop That Train, Deal	The Harder They Come, Knockin' On Heaven's Door, And It Stoned Me, Don't Let Go, Mississippi Moon, My Sisters And Brothers, Tangled Up In Blue		Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	97
03/05/88	Warfield Theater	San Francisco	CA	Cats Under The Stars, Mission In The Rain, Get Out Of My Life, I Shall Be Released, Run For The Roses, Deal	How Sweet It Is To Be Loved By You, Like A Road, Think, My Sisters And Brothers, Don't Let Go*, That Lucky Old Sun, Midnight Moonlight, E: Evangeline		*=w/Howard Wales. Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	98
04/26/88	Marin County Veterans Auditorium	San Rafael	CA	Deep Elem Blues, I'm Troubled, Oh Babe It Ain't No Lie, Oh The Wind and Rain, Ballad Of Casey Jones, Turtle Dove, Diamond Joe*, Ripple, E: Blackbird**, E: Let The Good Times Roll**,***			*=w/David Nelson vocals. **=Garcia, Weir, Mydland, & Kahn. ***=only time played. "Creating Our Future" benefit - Garcia & Kahn. Other artists: Hot Tuna, Brent Mydland, Weir Solo Acoustic	2/5/96 0:00:00	99
05/06/88	Old Fillmore	San Francisco	CA	How Sweet It Is To Be Loved By You, Forever Young, Dear Prudence, Mississippi Moon, Run For The Roses, Evangeline, My Sisters And Brothers, Deal	The Harder They Come, Stop That Train, Think, Mission In The Rain, Don't Let Go*, And It Stoned Me, That Lucky Old Sun, Midnight Moonlight		*=w/Howard Wales. Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	100
05/07/88	Orpheum Theatre	San Francisco	CA	Cats Under The Stars, Stop That Train, Simple Twist Of Fate, Run For The Roses, Like A Road, My Sisters And Brothers, Deal	The Harder They Come, I Shall Be Released, Think, Evangeline, Knockin' On Heaven's Door, That Lucky Old Sun, Tangled Up In Blue		Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	101
07/07/88	Cabaret	Cotati	CA	Blue Yodel No. 9 (Standing On The Corner), I'm Troubled, Two Soldiers, Spike Driver Blues, I've Been All Around This World, Gone Home, Diamond Joe, Rosalie McFall, Deep Elem Blues*			*=w/Eric Thompson, Suzie Rothfield, & Ken Frankel. Early show. Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	102
07/07/88	Cabaret	Cotati	CA	Swing Low Sweet Chariot, Short Life Of Trouble, Oh Babe It Ain't No Lie, Turtle Dove, Ballad Of Casey Jones, I'm Here To Get My Baby Out Of Jail, Oh The Wind and Rain, Ripple, Goodnight Irene*, Deep Elem Blues*			*=w/Eric Thompson, Suzie Rothfield, & Ken Frankel. Early show. Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/5/96 0:00:00	103
07/09/88	Frost Ampitheater, Stanford U.	Palo Alto	CA	Deep Elem Blues, I'm Troubled, I've Been All Around This World, Spike Driver Blues, Little Sadie, Blue Yodel No. 9 (Standing On The Corner), Turtle Dove, Diamond Joe, Oh The Wind and Rain, Swing Low Sweet Chariot, Ripple, E: Oh Babe It Ain't No Lie, E: Goodnight Irene			Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/6/96 0:00:00	104
07/16/88	Bandshell, Golden Gate Park	San Francisco	CA	Think, Knockin' On Heaven's Door, Goodnight Irene,			Zero with Jerry Garcia, Pete Sears & Merl Saunders - Zero: Blues Jam, Golden Road-> Little Wing. US/USSR Peace Walk.	2/6/96 0:00:00	105
08/30/88	Greek Theatre, U. Of California	Berkeley	CA	How Sweet It Is To Be Loved By You, Mission In The Rain, Like A Road, Get Out Of My Life, Run For The Roses, My Sisters And Brothers, Deal	The Harder They Come, Stop That Train, Forever Young, Think, Evangeline, That Lucky Old Sun, Don't Let Go		Mydland solo, then Weir solo opened. Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/6/96 0:00:00	106
10/31/88	Henry J. Kaiser Convention Center	Oakland	CA	Werewolves of London, Cats Under The Stars, Forever Young, Stop That Train, Run For The Roses, Think, Lifeline, That Lucky Old Sun, Deal, E: My Sisters And Brothers			Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/6/96 0:00:00	107
11/04/88	Cesaer's Palace	Lake Tahoe	NV	How Sweet It Is To Be Loved By You, Stop That Train, Someday Baby, I Shall Be Released, Get Out Of My Life, My Sisters And Brothers, Evangeline, And It Stoned Me, Tangled Up In Blue			Jerry Garcia Acoustic Band. Jerry Garcia, John Kahn, David Kemper, David Nelson, Sandy Rothman	2/6/96 0:00:00	108
